Año,Trimestre,Provincia,vmd_prov,kpi_2
2019,2,Santa Cruz,6.008047317560813,-17.67065875482901
2019,1,Santa Cruz,5.779992970397563,3.9455817391342483
2018,4,Santa Cruz,5.009750484496124,15.374867237103725
2018,3,Santa Cruz,5.361187093738051,-6.555201359273788
2018,2,Santa Cruz,4.450225257956692,20.470016302042758
2018,1,Santa Cruz,4.533637332701646,-1.8398488591774513
2017,4,Santa Cruz,5.206584828874508,-12.924930992017098
2024,1,Santa Fe,98.431775893001,
2023,4,Santa Fe,98.00822995686646,0.43215343887033564
2023,3,Santa Fe,95.46475895427567,2.6643035927100875
2023,2,Santa Fe,98.4307955087542,-3.0133217344715484
2023,1,Santa Fe,90.3328329094614,8.964583904292262
2022,4,Santa Fe,88.43747109523471,2.143166002774606
2022,3,Santa Fe,98.4307955087542,-10.152640097916008
2022,2,Santa Fe,41.170571336243924,139.08047013693505
2022,1,Santa Fe,38.07033357955792,8.143447837690333
2021,4,Santa Fe,35.243332370005575,8.021378852240172
2021,3,Santa Fe,32.49188119308352,8.468119037403563
2021,2,Santa Fe,30.140476257435164,7.80148566852292
2021,1,Santa Fe,27.300393290619965,10.403084441245072
2020,4,Santa Fe,26.509519230324084,2.9833587453038555
2020,3,Santa Fe,24.82707728786373,6.776641176699383
2020,2,Santa Fe,23.304743098368494,6.532293375084709
2020,1,Santa Fe,21.904856676755543,6.390758187879167
2019,4,Santa Fe,19.81332371429426,10.556194370116474
2019,3,Santa Fe,17.49960143192445,13.221571310469365
2019,2,Santa Fe,14.617402609399708,19.717585261497465
2019,1,Santa Fe,12.751151136115359,14.63594504811824
2018,4,Santa Fe,12.75390691153403,-0.02160730384646318
2018,3,Santa Fe,12.065077327003308,5.709284456793536
2018,2,Santa Fe,11.36796364629714,6.132265218258662
2018,1,Santa Fe,11.30360905694115,0.5693278052328933
2017,4,Santa Fe,10.414186995136644,8.540484842646482
2024,1,Santiago Del Estero,44.570742509769865,
2023,4,Santiago Del Estero,43.889058508480076,1.553198050849225
2023,3,Santiago Del Estero,41.14077717997507,6.680188165824713
2023,2,Santiago Del Estero,44.570742509769865,-7.695553487902859
2023,1,Santiago Del Estero,35.962238353506805,23.93762054419956
2022,4,Santiago Del Estero,34.11396528696002,5.417936762846172
2022,3,Santiago Del Estero,44.570742509769865,-23.461079250626646
2022,2,Santiago Del Estero,16.22640852563451,174.6802685224948
2022,1,Santiago Del Estero,14.399225217025442,12.689455724663802
2021,4,Santiago Del Estero,13.746154167493808,4.7509364552012885
2021,3,Santiago Del Estero,13.24886978814807,3.753409817572432
2021,2,Santiago Del Estero,12.544219545972478,5.61733027386173
2021,1,Santiago Del Estero,11.154181779095493,12.46203257581933
2020,4,Santiago Del Estero,10.864937404494276,2.662181693578574
2020,3,Santiago Del Estero,10.383907101960338,4.6324596109216545
2020,2,Santiago Del Estero,9.965718588485212,4.196270542480678
2020,1,Santiago Del Estero,9.5637542259398,4.202997620486344
2019,4,Santiago Del Estero,9.317943468355407,2.638036584136705
2019,3,Santiago Del Estero,6.920894300393594,34.63496282301974
2019,2,Santiago Del Estero,5.159020594021705,34.15132144294125
2019,1,Santiago Del Estero,6.415070737969083,-19.5796772202862
2018,4,Santiago Del Estero,6.286231600156714,2.0495448785112806
2018,3,Santiago Del Estero,5.762575266327003,9.087192958496189
2018,2,Santiago Del Estero,4.669603103551179,23.40610408504808
2018,1,Santiago Del Estero,4.943545514981718,-5.541415783476455
2017,4,Santiago Del Estero,6.165600214985038,-19.820530968472557
2024,1,Tierra Del Fuego,19.04661899114613,
2023,4,Tierra Del Fuego,15.628429552427798,21.87161177808382
2023,3,Tierra Del Fuego,15.705600653828473,-0.49136039494206035
2023,2,Tierra Del Fuego,19.04661899114613,-17.541267239454612
2023,1,Tierra Del Fuego,13.411353492199675,42.01861879357697
2022,4,Tierra Del Fuego,12.932295186391602,3.7043564108571845
2022,3,Tierra Del Fuego,19.04661899114613,-32.10188541912235
2022,2,Tierra Del Fuego,10.283013427561837,85.22409919348121
2022,1,Tierra Del Fuego,10.23719149987645,0.44760252541861123
2021,4,Tierra Del Fuego,10.169602574631854,0.6646171740594594
2021,3,Tierra Del Fuego,9.350967325727256,8.754551485302413
2021,2,Tierra Del Fuego,8.234937718880452,13.552374589161174
2021,1,Tierra Del Fuego,6.177122161199346,33.31349945783754
2020,4,Tierra Del Fuego,7.053557631140506,-12.42543856268807
2020,3,Tierra Del Fuego,7.006772412053966,0.6677142675000236
2020,2,Tierra Del Fuego,6.583928143101381,6.422370654145731
2020,1,Tierra Del Fuego,6.022338456629261,9.325110013601675
2019,4,Tierra Del Fuego,7.457418795801149,-19.24366028604831
2019,3,Tierra Del Fuego,5.357986704262457,39.183226973454865
2019,2,Tierra Del Fuego,6.342718446601942,-15.525389478182605
2019,1,Tierra Del Fuego,6.341101450612301,0.02550023844018836
2018,4,Tierra Del Fuego,7.618104193687851,-16.762736641665242
2018,3,Tierra Del Fuego,5.821772671407252,30.85540476533905
2018,2,Tierra Del Fuego,5.768744268235399,0.9192365046210222
2018,1,Tierra Del Fuego,5.7501453108198435,0.3234519548672731
2017,4,Tierra Del Fuego,5.203225704536838,10.511164368790125
2024,1,Tucumán,103.16816357074019,
2023,4,Tucumán,101.33870967015226,1.8052863575455342
2023,3,Tucumán,98.6019434492435,2.775570262788513
2023,2,Tucumán,103.16816357074019,-4.425997287783188
2023,1,Tucumán,90.239836231329,14.32662987803917
2022,4,Tucumán,83.26030187304022,8.382787716685849
2022,3,Tucumán,103.16816357074019,-19.296516491785354
2022,2,Tucumán,50.030873895500285,106.20899764059291
2022,1,Tucumán,47.182635025083066,6.03662527305448
2021,4,Tucumán,45.10271682331891,4.611514224102801
2021,3,Tucumán,42.07148454867683,7.204956770980911
2021,2,Tucumán,39.84637120630248,5.58423082205891
2021,1,Tucumán,37.54072301562662,6.141725586148452
2020,4,Tucumán,36.019616494078036,4.222994772303214
2020,3,Tucumán,34.425476299380016,4.630699023114839
2020,2,Tucumán,32.30769323435687,6.5550426322948985
2020,1,Tucumán,32.24553094303289,0.1927780052181465
2019,4,Tucumán,29.869071967942652,7.956253135821566
2019,3,Tucumán,19.349403829867605,54.366885050158295
2019,2,Tucumán,18.529317885920335,4.425883073496293
2019,1,Tucumán,16.573299964579572,11.802223609789005
2018,4,Tucumán,16.574364549661635,-0.006423082338224796
2018,3,Tucumán,15.244720037857986,8.722000197456396
2018,2,Tucumán,13.3943335667257,13.81469605721205
2018,1,Tucumán,15.212346116296791,-11.950901824561281
2017,4,Tucumán,12.898265309895962,17.941023469453622
